date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:40:22	6227/6227	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Dec%202020%2004:39:53%20GMT	https://www.parcelflow.co.uk/gold-band.php	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/gold-band.html	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:22	553685/553685	---M--	200	added ('OK')	image/png	etag:%22872d5-5300f0f81791a%22	https://www.parcelflow.co.uk/virtual/images/virtual-banner.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/images/virtual-banner.png	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:22	6192/6192	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Dec%202020%2004:39:53%20GMT	https://www.parcelflow.co.uk/silver-band.php	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/silver-band.html	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:22	10604/10604	---M--	200	added ('OK')	image/png	etag:%22296c-5300f0f7330cf%22	https://www.parcelflow.co.uk/virtual/images/footer-logo.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/images/footer-logo.png	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:23	4312/4312	---M--	200	added ('OK')	application/javascript	etag:%2210d8-5300f0f8f9284%22	https://www.parcelflow.co.uk/virtual/js/jquery-scrolltofixed-min.js	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/js/jquery-scrolltofixed-min.js	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:24	36816/36816	---M--	200	added ('OK')	application/javascript	etag:%228fd0-5300f0f8f9284%22	https://www.parcelflow.co.uk/virtual/js/bootstrap.min.js	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/js/bootstrap.min.js	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:24	95957/95957	---M--	200	added ('OK')	application/javascript	etag:%22176d5-5300f0f8d7f43%22	https://www.parcelflow.co.uk/virtual/js/jquery.min.js	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/js/jquery.min.js	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:24	3555/3555	---M--	200	added ('OK')	application/javascript	etag:%22de3-5300f0f94e1e8%22	https://www.parcelflow.co.uk/virtual/js/scripts.js	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/virtual/js/scripts.js	(from https://www.parcelflow.co.uk/virtual-office.php)
10:40:24	0/-1	---M--	301	error ('')			https://www.parcelflow.co.uk/amazon-returns.html	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/amazon-returns.9f.delayed	(from https://www.parcelflow.co.uk/personal-shopper.html)
10:40:24	608/608	---M--	300	error ('Multiple%20Choices')	text/html	date:Thu,%2031%20Dec%202020%2004:39:55%20GMT	https://www.parcelflow.co.uk/signup.html	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/signup-2.html	(from https://www.parcelflow.co.uk/terms.html)
10:40:25	134/134	---M--	200	added ('OK')	image/gif	etag:%2286-4f2a10183bd5b%22	https://www.parcelflow.co.uk/images/input_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/input_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:25	2853/2853	---M--	200	added ('OK')	image/gif	etag:%22b25-4f2a0fdbd675b%22	https://www.parcelflow.co.uk/images/adre_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/adre_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:26	1766/1766	---M--	200	added ('OK')	image/png	etag:%226e6-4f2a10a9d26ba%22	https://www.parcelflow.co.uk/images/send_btn.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/send_btn.png	(from https://www.parcelflow.co.uk/style.css)
10:40:26	26316/26316	---M--	200	added ('OK')	image/jpeg	etag:%2266cc-4f2a10959d6c3%22	https://www.parcelflow.co.uk/images/pcard.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/pcard.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:26	1930/1930	---M--	200	added ('OK')	image/jpeg	etag:%2278a-4f2a10d6dc0b2%22	https://www.parcelflow.co.uk/images/test_bg.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/test_bg.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:27	1325/1325	---M--	200	added ('OK')	image/jpeg	etag:%2252d-4f2a10a85a6ee%22	https://www.parcelflow.co.uk/images/quote_shdw1.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/quote_shdw1.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:27	1307/1307	---M--	200	added ('OK')	image/jpeg	etag:%2251b-4f2a10a8894f4%22	https://www.parcelflow.co.uk/images/quote_shdw2.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/quote_shdw2.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:27	2254/2254	---M--	200	added ('OK')	image/jpeg	etag:%228ce-4f2a0fe272e3f%22	https://www.parcelflow.co.uk/images/bk.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/bk.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:28	2509/2509	---M--	200	added ('OK')	image/gif	etag:%229cd-4f2a10a82b8e9%22	https://www.parcelflow.co.uk/images/quote_btn.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/quote_btn.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:28	4885/4885	---M--	200	added ('OK')	image/gif	etag:%221315-4f2a104a40e27%22	https://www.parcelflow.co.uk/images/new_o_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/new_o_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:29	2190/2190	---M--	200	added ('OK')	image/jpeg	etag:%2288e-4f2a0fefa5e47%22	https://www.parcelflow.co.uk/images/continue_btn.jpg	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/continue_btn.jpg	(from https://www.parcelflow.co.uk/style.css)
10:40:29	1576/1576	---M--	200	added ('OK')	image/png	etag:%22628-4f2a104d995aa%22	https://www.parcelflow.co.uk/images/next.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/next.png	(from https://www.parcelflow.co.uk/style.css)
10:40:29	904/904	---M--	200	added ('OK')	image/png	etag:%22388-4f2a1027458d9%22	https://www.parcelflow.co.uk/images/login_btn.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/login_btn.png	(from https://www.parcelflow.co.uk/style.css)
10:40:30	274/274	---M--	200	added ('OK')	image/gif	etag:%22112-4f2a103f1473b%22	https://www.parcelflow.co.uk/images/nav_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/nav_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:30	4885/4885	---M--	200	added ('OK')	text/x-component	etag:%221315-4f2a0aed01ecb%22	https://www.parcelflow.co.uk/border-radius.htc	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/border-radius.htc	(from https://www.parcelflow.co.uk/style.css)
10:40:31	10671/10671	---M--	200	added ('OK')	image/gif	etag:%2229af-4f2a104456317%22	https://www.parcelflow.co.uk/images/nav_shadow.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/nav_shadow.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:31	13666/13666	---M--	200	added ('OK')	image/gif	etag:%223562-4f2a10d19e357%22	https://www.parcelflow.co.uk/images/steps.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/steps.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:32	350/350	---M--	200	added ('OK')	image/gif	etag:%2215e-4f2a1023ee0f6%22	https://www.parcelflow.co.uk/images/links.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/links.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:32	9091/9091	---M--	200	added ('OK')	text/x-component	etag:%222383-4f2a0b3dc9385%22	https://www.parcelflow.co.uk/ie-css3.htc	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/ie-css3.htc	(from https://www.parcelflow.co.uk/style.css)
10:40:33	1036/1036	---M--	200	added ('OK')	image/gif	etag:%2240c-4f2a0ff0e154c%22	https://www.parcelflow.co.uk/images/form_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/form_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:33	2859/2859	---M--	200	added ('OK')	image/png	etag:%22b2b-4f2a10a912084%22	https://www.parcelflow.co.uk/images/save.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/save.png	(from https://www.parcelflow.co.uk/style.css)
10:40:34	2331/2331	---M--	200	added ('OK')	image/png	etag:%2291b-4f2a10abbcab3%22	https://www.parcelflow.co.uk/images/signup_btn.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/signup_btn.png	(from https://www.parcelflow.co.uk/style.css)
10:40:34	3829/3829	---M--	200	added ('OK')	image/png	etag:%22ef5-4f2a10a95952c%22	https://www.parcelflow.co.uk/images/Select.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/Select.png	(from https://www.parcelflow.co.uk/style.css)
10:40:34	2256/2256	---M--	200	added ('OK')	image/png	etag:%228d0-4f2a0ff1ad703%22	https://www.parcelflow.co.uk/images/get_quote.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/get_quote.png	(from https://www.parcelflow.co.uk/style.css)
10:40:35	13368/13368	---M--	200	added ('OK')	image/png	etag:%223438-4f2a107992823%22	https://www.parcelflow.co.uk/images/paypal-checkout.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/paypal-checkout.png	(from https://www.parcelflow.co.uk/style.css)
10:40:35	2087/2087	---M--	200	added ('OK')	image/png	etag:%22827-4f2a10a89ae36%22	https://www.parcelflow.co.uk/images/review_btn.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/review_btn.png	(from https://www.parcelflow.co.uk/style.css)
10:40:35	26752/26752	---M--	200	added ('OK')	image/png	etag:%226880-4f898b77e6685%22	https://www.parcelflow.co.uk/images/paypal.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/paypal.png	(from https://www.parcelflow.co.uk/style.css)
10:40:36	2021/2021	---M--	200	added ('OK')	image/png	etag:%227e5-4f2a0ff015394%22	https://www.parcelflow.co.uk/images/edit_info_btn.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/edit_info_btn.png	(from https://www.parcelflow.co.uk/style.css)
10:40:36	171/171	---M--	200	added ('OK')	image/gif	etag:%22ab-4f2a0ff0e442c%22	https://www.parcelflow.co.uk/images/footer_bg.gif	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/footer_bg.gif	(from https://www.parcelflow.co.uk/style.css)
10:40:36	7792/7792	---M--	200	added ('OK')	image/png	etag:%221e70-4f2a0fe9ff8ff%22	https://www.parcelflow.co.uk/images/confirm.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/confirm.png	(from https://www.parcelflow.co.uk/style.css)
10:40:37	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-4f2a11afdd5f8%22	https://www.parcelflow.co.uk/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/prettyPhoto/default/sprite.png	(from https://www.parcelflow.co.uk/style.css)
10:40:37	1097/1097	---M--	200	added ('OK')	image/png	etag:%22449-4f2a11b08076b%22	https://www.parcelflow.co.uk/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/prettyPhoto/default/sprite_x.png	(from https://www.parcelflow.co.uk/style.css)
10:40:37	1162/1162	---M--	200	added ('OK')	image/png	etag:%2248a-4f2a11b05f427%22	https://www.parcelflow.co.uk/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/parcel/www.parcelflow.co.uk/images/prettyPhoto/default/sprite_y.png	(from https://www.parcelflow.co.uk/style.css)
